item_id,item_name,brand,desc_item,i_type,likes,dislikes,exp_date,spm_id,cost,department,size
5241,nonummy,National,TOMATO PASTE,VEGETABLES - SHELF STABLE,,,9/15/2020,1,87.55,GROCERY,6 OZ
5242,vel,Private,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,5/3/2021,1,86.41,GROCERY,20 OZ
5243,"tortor, dictum eu,",National,BUTTER SPRAY CRACKER (RITZ/CLU,CRACKERS/MISC BKD FD,,,8/26/2020,1,44.8,GROCERY,16 OZ
5244,eu arcu. Morbi sit,National,VINEGAR WINE/RICE,CONDIMENTS/SAUCES,,,9/1/2020,1,75.4,GROCERY,16 OZ
5245,"aliquet, sem ut",National,ASEPTIC PACK JUICE AND DRINKS,CANNED JUICES,,,2/2/2021,1,39.15,GROCERY,10/6.75 OZ
5246,ipsum cursus vestibulum. Mauris magna.,National,RICE SIDE DISH MIXES DRY,DRY BN/VEG/POTATO/RICE,,,6/1/2021,1,84.33,GROCERY,5.7 OZ
5247,Quisque ornare tortor,Private,GASOLINE-REG UNLEADED,COUPON/MISC ITEMS,,,6/8/2021,1,50.18,MISC SALES TRAN, 
5248,ac sem ut dolor dapibus,National,SNACK MIX,WAREHOUSE SNACKS,,,12/21/2020,1,90.34,GROCERY,8.75 OZ
5249,"euismod in,",National,MACARONI & CHEESE DNRS,DINNER MXS:DRY,,,1/16/2021,1,39.71,GROCERY,7.25 OZ
5250,euismod,National,SEMI-SOLID SALAD DRESSING MAY,SALD DRSNG/SNDWCH SPRD,,,10/16/2020,1,59.14,GROCERY,18 OZ
5251,fermentum arcu.,National,LIMES,CITRUS,,,2/25/2021,1,11.41,PRODUCE, 
5252,"eu, odio. Phasellus at augue",National,ACNE MEDICATIONS,HAND/BODY/FACIAL PRODUCTS,,,2/10/2021,1,57.02,DRUG GM, 
5253,ornare sagittis felis. Donec,National,HAMS-DRY CURED/COUNTRY,SMOKED MEATS,,,2/26/2021,1,80.36,MEAT,2 LBS
5254,velit. Sed malesuada augue,National,SCOOP LITTER,CAT LITTER,,,11/4/2020,1,72.43,GROCERY,14 LB
5255,ridiculus mus. Aenean eget,Private,STICKS/ENROBED,FRZN NOVELTIES/WTR ICE,,,3/28/2021,1,49.96,GROCERY,6 CT
5256,odio. Nam interdum enim non,National,SOFT DRINKS 12/18&15PK CAN CAR,SOFT DRINKS,,,10/18/2020,1,60.35,GROCERY,12 OZ
5257,volutpat.,National,CHIX: ROTISSERIE (HOT),CHICKEN/POULTRY,,,10/16/2020,1,26.64,DELI, 
5258,"tincidunt, nunc",Private,SPRING WATER,WATER - CARBONATED/FLVRD DRINK,,,9/27/2020,1,26.41,GROCERY,GALLON
5259,"elit, pellentesque a, facilisis non,",National,CAN CATFD GOURMET/SUP PREM (GR,CAT FOOD,,,8/13/2020,1,17.48,GROCERY,3 OZ
5260,"sem mollis dui, in sodales",Private,SOFT DRINK BOTTLE NON-CARB (EX,SOFT DRINKS,,,10/16/2020,1,91.68,GROCERY,2 LTR
5261,quam. Pellentesque habitant morbi,National,TUNA,SEAFOOD - SHELF STABLE,,,8/8/2020,1,45.41,GROCERY,5.0 OZ
5262,risus. Nulla eget,Private,BAGGED CHEESE SNACKS,BAG SNACKS,,,8/22/2020,1,31.6,GROCERY,12 OZ
5263,velit. Aliquam,Private,SUGAR,SUGARS/SWEETNERS,,,8/20/2020,1,21.81,GROCERY,4 LB
5264,"malesuada vel, venenatis",National,BEERALEMALT LIQUORS,BEERS/ALES,,,1/28/2021,1,40.96,GROCERY,12 OZ
5265,"ut,",Private,SALAD MUSTARD,CONDIMENTS/SAUCES,,,3/22/2021,1,47.8,GROCERY,16 OZ
5266,diam. Sed diam,National,FRZN SS PREMIUM ENTREES/DNRS/T,FRZN MEAT/MEAT DINNERS,,,3/7/2021,1,1.43,GROCERY,10.5 OZ
5267,Suspendisse aliquet molestie,Private,ORIENTAL VEGETABLES,HISPANIC,,,11/13/2020,1,91.07,GROCERY,8 OZ
5268,Sed dictum. Proin eget,Private,CHEESE CRACKERS (CHEEZ-ITS/GOL,CRACKERS/MISC BKD FD,,,2/25/2021,1,36.12,GROCERY,16 OZ
5269,"dui lectus rutrum urna, nec",National,PISTACHIOS,NUTS,,,4/26/2021,1,84.43,PRODUCE,12 OZ
5270,"velit. Cras lorem lorem,",National,CANDY BAGS-CHOCOCLATE,CANDY - PACKAGED,,,1/18/2021,1,43.73,DRUG GM,4 OZ
5271,"vel, faucibus",National,SOFT DRINK POWDER POUCHES,PWDR/CRYSTL DRNK MX,,,7/6/2020,1,83.31,GROCERY,.13 OZ
5272,ligula. Donec luctus aliquet,National,SANDWICHES&HANDHELDS,FROZEN PIZZA,,,8/27/2020,1,11.83,GROCERY,9 OZ
5273,sollicitudin adipiscing,National,SNACK CAKE - SINGLE SERVE,BAKED SWEET GOODS,,,11/22/2020,1,79.68,GROCERY,2PK/ 3 OZ
5274,Cum,National,REFRIGERATED BISCUITS REGULAR,REFRGRATD DOUGH PRODUCTS,,,3/12/2021,1,7.17,GROCERY,10CT/12 OZ
5275,"est, mollis non, cursus non,",National,ECONOMY,BACON,,,10/2/2020,1,93.13,MEAT-PCKGD,12 OZ
5276,"lorem, auctor quis, tristique ac,",Private,NON DAIRY CREAMER: DRY,COFFEE,,,8/27/2020,1,59.74,GROCERY,35.3 OZ
5277,odio,National,PREMIUM - MEAT,HOT DOGS,,,5/30/2021,1,33.55,MEAT-PCKGD,16 OZ
5278,Donec tincidunt. Donec vitae,Private,PINEAPPLE,FRUIT - SHELF STABLE,,,4/23/2021,1,54.37,GROCERY,20 OZ
5279,ut erat. Sed nunc,National,PAPER NAPKINS,FACIAL TISS/DNR NAPKIN,,,10/2/2020,1,92.51,GROCERY,100 CT
5280,in consectetuer ipsum,National,BANANAS,TROPICAL FRUIT,,,5/27/2021,1,78.64,PRODUCE,40 LB
5281,"orci, in consequat enim",National,LINKS - RAW,BREAKFAST SAUSAGE/SANDWICHES,,,7/18/2020,1,10.44,MEAT-PCKGD,12 OZ
5282,"iaculis quis,",National,RICE SIDE DISH MIXES DRY,DRY BN/VEG/POTATO/RICE,,,9/14/2020,1,25.83,GROCERY,4.3 OZ
5283,odio. Etiam ligula,Private,PAPER TOWELS & HOLDERS,PAPER TOWELS,,,10/16/2020,1,77.97,GROCERY, 
5284,Sed eu eros. Nam,Private,CELERY,VEGETABLES - ALL OTHERS,,,7/18/2020,1,17.32,PRODUCE, 
5285,tincidunt aliquam arcu.,National,DISPOSABLE FOILWARE,SPRING/SUMMER SEASONAL,,,5/25/2021,1,7.81,DRUG GM,3 CT
5286,enim mi,Private,BREAD:SWEET/BREAKFAST,BREAD,,,7/21/2020,1,78.12,PASTRY, 
5287,molestie,National,CANDY BAGS-NON CHOCOLATE,CANDY - PACKAGED,,,12/11/2020,1,56.18,DRUG GM,12 OZ
5288,scelerisque dui.,National,GROUND TURKEY,TURKEY,,,5/13/2021,1,65.25,MEAT,6 PC
5289,"a, scelerisque sed,",National,POULTRY,LUNCHMEAT,,,1/26/2021,1,37.66,MEAT-PCKGD,5.5 OZ
5290,suscipit nonummy. Fusce fermentum,National,NEWSPAPER,NEWSPAPER,,,12/10/2020,1,34.96,DRUG GM, 
5291,"nostra, per",National,GUM (PACKAGED),CANDY - PACKAGED,,,12/22/2020,1,4.78,DRUG GM, 
5292,"elementum, dui quis",National,LIQUID BLEACH,BLEACH,,,9/20/2020,1,35.48,GROCERY,96 OZ
5293,"mollis vitae, posuere at,",National,MISC SALES TRANS,COUPON/MISC ITEMS,,,2/10/2021,1,51.94,MISC SALES TRAN, 
5294,nibh. Phasellus nulla.,National,BEVERAGE WINES,MISC WINE,,,1/16/2021,1,39.27,GROCERY,750 ML
5295,Maecenas iaculis aliquet diam. Sed,National,VANILLA WAFER/KIDS COOKIES,COOKIES/CONES,,,7/9/2020,1,93.59,GROCERY,11 OZ
5296,eu elit.,National,PAPER TOWELS & HOLDERS,PAPER TOWELS,,,4/20/2021,1,6.92,GROCERY,70.5 SQ FT
5297,mi fringilla,National,SPRING WATER,WATER - CARBONATED/FLVRD DRINK,,,2/6/2021,1,46.53,GROCERY,6/.5LTR
5298,"diam nunc, ullamcorper eu,",National,FLUID MILK WHITE ONLY,FLUID MILK PRODUCTS,,,11/4/2020,1,44.37,GROCERY,1/2 GAL
5299,"augue,",National,FRZN SS PREMIUM ENTREES/DNRS/T,FRZN MEAT/MEAT DINNERS,,,4/22/2021,1,76.16,GROCERY,12.62 OZ
5300,eget odio. Aliquam,National,REGULAR BEAN,COFFEE,,,3/17/2021,1,72.41,GROCERY,12 OZ
5301,lacinia mattis. Integer eu,Private,MAINSTREAM WHITE BREAD,BAKED BREAD/BUNS/ROLLS,,,3/21/2021,1,69.93,GROCERY,20 OZ
5302,Sed neque. Sed eget,National,LIQUID DISH DETERGENT,DISHWASH DETERGENTS,,,5/21/2021,1,36.71,GROCERY,25 OZ
5303,"orci, in consequat",National,POURABLE SALAD DRESSINGS,SALD DRSNG/SNDWCH SPRD,,,2/12/2021,1,4.1,GROCERY,16 OZ
5304,est,National,PREMIUM FLOWERING PLANTS,FLORAL-FLOWERING PLANTS,,,3/17/2021,1,57.41,FLORAL,6.5 INCH
5305,lobortis ultrices. Vivamus rhoncus. Donec,National,FIGHTING VARIETAL WINES,DOMESTIC WINE,,,11/13/2020,1,80.06,GROCERY,1.5 LTR
5306,Vivamus rhoncus. Donec est.,National,CIGARETTES,CIGARETTES,,,7/29/2020,1,61.64,DRUG GM,PK-KING
5307,"id, blandit at,",National,DENTAL FLOSS AND IMPLEMENTS,ORAL HYGIENE PRODUCTS,,,10/27/2020,1,60.77,DRUG GM, 
5308,"lorem, auctor quis, tristique ac,",National,MAINSTREAM,PASTA SAUCE,,,9/7/2020,1,50.49,GROCERY,28 OZ
5309,fermentum arcu. Vestibulum ante,National,SHAMPOO,HAIR CARE PRODUCTS,,,2/8/2021,1,61.69,DRUG GM, 
5310,Proin dolor.,National,POTATO CHIPS,BAG SNACKS,,,4/13/2021,1,72.73,GROCERY,9 OZ
5311,ut dolor dapibus gravida.,National,CANISTER POTATO/TORT CHIPS,WAREHOUSE SNACKS,,,4/26/2021,1,93.14,GROCERY,5.75 OZ
5312,mauris ipsum porta,National,BAGGED POPPED POPCORN,BAG SNACKS,,,7/8/2020,1,28.75,GROCERY,4 OZ
5313,euismod,National,YOGURT NOT MULTI-PACKS,YOGURT,,,8/7/2020,1,24.31,GROCERY,6 OZ
5314,Morbi metus. Vivamus,National,HAM,LUNCHMEAT,,,12/7/2020,1,68.96,MEAT-PCKGD,5 OZ
5315,Praesent eu dui. Cum sociis,National,TOMATO JUICE (OVER 50% JCE),CANNED JUICES,,,10/15/2020,1,80.9,GROCERY,46 OZ
5316,"non, hendrerit id,",National,BEERALEMALT LIQUORS,BEERS/ALES,,,2/25/2021,1,60.72,GROCERY,12-12 OZ
5317,vitae purus gravida sagittis. Duis,National,SS ECONOMY ENTREES/DINNERS ALL,FRZN MEAT/MEAT DINNERS,,,1/27/2021,1,49.11,GROCERY,*     7 OZ
5318,"ut cursus luctus, ipsum",National,RAMEN NOODLES/RAMEN CUPS,SOUP,,,2/13/2021,1,80.64,GROCERY,3 OZ
5319,Quisque tincidunt pede ac,National,SOFT DRINK POWDER POUCHES,PWDR/CRYSTL DRNK MX,,,3/16/2021,1,85.92,GROCERY,.14 OZ
5320,metus. In nec orci. Donec,National,BANDAGE/TAPE,FIRST AID PRODUCTS,,,11/30/2020,1,15.87,DRUG GM, 
5321,tincidunt aliquam,National,ICE CREAM TOPPINGS,SYRUPS/TOPPINGS,,,4/28/2021,1,74.81,GROCERY,15 OZ
5322,dignissim lacus. Aliquam rutrum,Private,BAKING COCOA,BAKING NEEDS,,,10/22/2020,1,94.7,GROCERY,8 OZ
5323,"laoreet posuere, enim",National,MEAT SNACKS,WAREHOUSE SNACKS,,,2/7/2021,1,22.43,GROCERY,.97 OZ
5324,hendrerit. Donec porttitor tellus non,National,TORTILLA/NACHO CHIPS,BAG SNACKS,,,9/9/2020,1,24.11,GROCERY,13 OZ
5325,feugiat placerat velit.,National,FRZN SS PREMIUM ENTREES/DNRS/T,FRZN MEAT/MEAT DINNERS,,,5/11/2021,1,93.83,GROCERY,11.5 OZ
5326,ornare. Fusce mollis. Duis,National,LOAF CHEESE,CHEESE,,,12/14/2020,1,69.72,GROCERY,8 OZ
5327,"posuere at,",Private,SANDWICH COOKIES,COOKIES/CONES,,,10/24/2020,1,32.48,GROCERY,32 OZ
5328,"vel, mauris. Integer sem elit,",Private,SPICES & SEASONINGS,SPICES & EXTRACTS,,,10/20/2020,1,37.78,GROCERY,2.25 OZ
5329,aliquet.,National,CATSUP,CONDIMENTS/SAUCES,,,9/30/2020,1,63.4,GROCERY,24 OZ
5330,enim.,National,INFLATABLES,SPRING/SUMMER SEASONAL,,,9/16/2020,1,73.76,DRUG GM,7.5X7.5 IN
5331,"ullamcorper, velit",Private,SAUCE MIXES GRAVY MIXES DRY,DRY SAUCES/GRAVY,,,10/3/2020,1,21.01,GROCERY,1.25 OZ
5332,rutrum lorem,Private,NUTS OTHER,SNACK NUTS,,,2/15/2021,1,76.21,GROCERY,6 OZ
5333,libero dui,National,BEERALEMALT LIQUORS,BEERS/ALES,,,8/23/2020,1,82.31,GROCERY,12 OZ
5334,sagittis,National,CANISTER POTATO/TORT CHIPS,WAREHOUSE SNACKS,,,1/13/2021,1,52.03,GROCERY,6 OZ
5335,Phasellus at augue,Private,WAFFLES/PANCAKES/FRENCH TOAST,FRZN BREAKFAST FOODS,,,4/8/2021,1,94.04,GROCERY,12.3 OZ
5336,amet,National,CROUTONS,PROCESSED,,,1/6/2021,1,56.7,PRODUCE,5 OZ
5337,"pretium aliquet, metus urna",National,COLESLAW,SALAD MIX,,,1/1/2021,1,57.03,PRODUCE,16 OZ
5338,adipiscing,Private,POULTRY,LUNCHMEAT,,,10/22/2020,1,11.88,MEAT-PCKGD,1 LB
5339,blandit mattis. Cras eget,National,CONDENSED SOUP,SOUP,,,2/25/2021,1,7.9,GROCERY,10.75 OZ
5340,"eleifend nec, malesuada ut, sem.",Private,FRZN CORN ON THE COB,FRZN VEGETABLE/VEG DSH,,,4/2/2021,1,76.02,GROCERY, 
5341,mus. Proin vel arcu,National,HISPANIC JUICE UNDER 50% JUICE,HISPANIC,,,3/17/2021,1,25.5,GROCERY,12.5 OZ
5342,Vivamus molestie dapibus ligula. Aliquam,Private,SPICES & SEASONINGS,SPICES & EXTRACTS,,,2/9/2021,1,15.94,GROCERY,1.25 OZ
5343,In ornare sagittis felis. Donec,National,TOMATOES: STEWED/DICED/CRMD,VEGETABLES - SHELF STABLE,,,11/15/2020,1,54.36,GROCERY,14.5 OZ
5344,arcu. Vestibulum ut eros non,National,ISOTONIC DRINKS SINGLE SERVE,ISOTONIC DRINKS,,,10/4/2020,1,70.83,GROCERY,32 OZ
5345,"sem, consequat nec, mollis",National,LEAN,BEEF,,,7/6/2020,1,98.73,MEAT, 
5346,pharetra,National,PREPARED BEANS - BAKED W/PORK,BEANS - CANNED GLASS & MW,,,3/16/2021,1,88.15,GROCERY,117 OZ
5347,lorem. Donec,National,TEA BAGS HERBAL & FLAVORED,TEAS,,,5/6/2021,1,89.67,GROCERY,20 CT
5348,sed dolor. Fusce mi,Private,GARBAGE KITCHEN COMPACTOR BA,FD WRAPS/BAGS/TRSH BG,,,5/22/2021,1,73.1,GROCERY,20 CT
5349,sagittis lobortis,National,PREMIUM - BEEF,HOT DOGS,,,7/21/2020,1,12.78,MEAT-PCKGD,1 LB
5350,risus. Donec nibh,Private,CANNED CAT FOOD (9 LIVES/FRISK,CAT FOOD,,,1/6/2021,1,40.97,GROCERY,5.5 OZ
5351,sagittis lobortis mauris. Suspendisse aliquet,Private,BREAD:LOAF/SNACK,BREAD,,,9/12/2020,1,47.75,PASTRY, 
5352,Praesent,Private,MISC. FIRST AID PRODUCTS,FIRST AID PRODUCTS,,,3/26/2021,1,56.19,DRUG GM,100 CT
5353,"felis. Donec tempor,",Private,NATURAL CHEESE EXACT WT CHUNKS,CHEESE,,,7/13/2020,1,72.58,GROCERY,8 OZ
5354,magna a,National,WINGS,CHICKEN,,,7/21/2020,1,33.44,MEAT, 
5355,amet ornare lectus justo eu,National,MAINSTREAM,PASTA SAUCE,,,5/24/2021,1,1.67,GROCERY,26 OZ
5356,Aliquam adipiscing lobortis,National,CEREAL BARS,CONVENIENT BRKFST/WHLSM SNACKS,,,3/8/2021,1,29.15,GROCERY,10.4 OZ
5357,Cras sed leo. Cras vehicula,Private,ROLLS: DINNER,ROLLS,,,9/10/2020,1,15.07,PASTRY, 
5358,Integer mollis. Integer,National,ISOTONIC DRINKS SINGLE SERVE,ISOTONIC DRINKS,,,2/28/2021,1,25.33,GROCERY,32 OZ
5359,Proin sed,Private,GASOLINE-REG UNLEADED,FUEL,,,5/20/2021,1,47.89,KIOSK-GAS, 
5360,"nec, cursus",National,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,3/27/2021,1,37.76,GROCERY,2 LTR
5361,urna convallis,National,BEERALEMALT LIQUORS,BEERS/ALES,,,3/31/2021,1,30.68,GROCERY,24-12 OZ
5362,Curae Donec,Private,HOT DOG BUNS,BAKED BREAD/BUNS/ROLLS,,,4/28/2021,1,82.83,GROCERY,11 OZ
5363,magna tellus faucibus,National,YOGURT NOT MULTI-PACKS,YOGURT,,,3/23/2021,1,54.17,GROCERY,6 OZ
5364,venenatis lacus. Etiam,Private,FRZN BAGGED VEGETABLES - PLAIN,FRZN VEGETABLE/VEG DSH,,,4/1/2021,1,44.89,GROCERY,16 OZ
5365,"et, eros. Proin",National,CANDY BARS (SINGLES)(INCLUDING,CANDY - CHECKLANE,,,8/22/2020,1,18.64,DRUG GM, 
5366,eu erat semper,National,SANDWICHES&HANDHELDS,FROZEN PIZZA,,,7/26/2020,1,95.73,GROCERY,9 OZ
5367,Nunc laoreet,Private,MARASCHINO CHERRIES,BAKING NEEDS,,,3/26/2021,1,97.77,GROCERY,6 OZ
5368,semper rutrum.,National,SINGLE USE CAMERAS,FILM AND CAMERA PRODUCTS,,,8/13/2020,1,78.5,DRUG GM, 
5369,Vestibulum ante,National,ICE - CRUSHED/CUBED,FRZN ICE,,,7/4/2020,1,9.62,GROCERY,7 LB
5370,lobortis,National,PRESERVES JAM MARMALADE,PNT BTR/JELLY/JAMS,,,3/21/2021,1,15.28,GROCERY,15.5 OZ
5371,"feugiat non, lobortis quis, pede.",National,BAKING POWDER & SODA,BAKING NEEDS,,,10/9/2020,1,59.19,GROCERY,16 OZ
5372,ac,National,CANDY BARS (SINGLES)(INCLUDING,CANDY - CHECKLANE,,,2/24/2021,1,78.02,DRUG GM, 
5373,"libero est, congue",Private,KIDS CEREAL,COLD CEREAL,,,3/5/2021,1,68.07,GROCERY,15 OZ
5374,Curabitur egestas nunc sed libero.,National,SEMI-SOLID SALAD DRESSING MAY,SALD DRSNG/SNDWCH SPRD,,,12/6/2020,1,20.93,GROCERY,10 OZ
5375,odio semper cursus. Integer,National,SNACK CRACKERS,CRACKERS/MISC BKD FD,,,2/23/2021,1,65.54,GROCERY,12 OZ
5376,semper cursus. Integer mollis. Integer,National,REFRIGERATED SPECILATY ROLLS,REFRGRATD DOUGH PRODUCTS,,,9/28/2020,1,95.43,GROCERY,17.6 OZ
5377,mi lacinia mattis. Integer eu,National,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,3/18/2021,1,64.07,GROCERY,2 LTR
5378,ligula. Aliquam,National,CANNED CAT FOOD (9 LIVES/FRISK,CAT FOOD,,,9/26/2020,1,26.08,GROCERY,5.5 OZ
5379,et,National,DAIRY CASE 100% PURE JUICE - O,REFRGRATD JUICES/DRNKS,,,7/20/2020,1,17.17,GROCERY,64 OZ
5380,pellentesque,National,NOODLE SIDE DISH MIXES,DRY BN/VEG/POTATO/RICE,,,9/24/2020,1,51.61,GROCERY,4.5 OZ
5381,mollis lectus pede et,National,TOMATOES HOTHOUSE ON THE VINE,TOMATOES,,,12/25/2020,1,86.04,PRODUCE,13 LBS.
5382,faucibus. Morbi,Private,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,12/23/2020,1,92.57,GROCERY,2 LTR
5383,"posuere, enim nisl elementum purus,",Private,TORTILLA/NACHO CHIPS,BAG SNACKS,,,12/21/2020,1,65.77,GROCERY,20 OZ
5384,aliquam eros,National,SOUP CRACKERS (SALTINE/OYSTER),CRACKERS/MISC BKD FD,,,4/8/2021,1,89.82,GROCERY,16.5 OZ
5385,sit,National,BAGGED POPPED POPCORN,BAG SNACKS,,,4/4/2021,1,16.63,GROCERY,5 OZ
5386,Aenean,National,AIR CARE - CONTINUOUS ACTION,AIR CARE,,,8/22/2020,1,78.88,GROCERY,.71 OZ
5387,rutrum,National,TORTILLA/NACHO CHIPS,BAG SNACKS,,,3/1/2021,1,4.65,GROCERY,13 OZ
5388,dictum,National,SFT DRNK 2 LITER BTL CARB INCL,SOFT DRINKS,,,2/18/2021,1,30.97,GROCERY,2 LTR
5389,lorem ac risus. Morbi metus.,National,FRZN BREADED PREPARED CHICK,FROZEN MEAT,,,9/1/2020,1,31.72,MEAT-PCKGD,29 OZ
5390,Aenean eget magna. Suspendisse tristique,National,DAIRY CASE JUICE DRNK UNDER 10,REFRGRATD JUICES/DRNKS,,,11/6/2020,1,51.96,GROCERY,GAL
5391,Integer vitae nibh.,National,HOT/COLD COMPRESS PACKS,ANALGESICS,,,12/26/2020,1,1.21,DRUG GM, 
5392,Phasellus,National,BEERALEMALT LIQUORS,BEERS/ALES,,,1/29/2021,1,99.37,GROCERY,12 OZ BTL
5393,"eleifend vitae, erat. Vivamus",Private,FRZN BOXED VEGETABLES - PLAIN,FRZN VEGETABLE/VEG DSH,,,7/25/2020,1,67.25,GROCERY,10 OZ
5394,"dui lectus rutrum urna, nec",National,TOMATOES: STEWED/DICED/CRMD,VEGETABLES - SHELF STABLE,,,5/7/2021,1,91.25,GROCERY,14.5 OZ
5395,amet orci.,National,RAMEN NOODLES/RAMEN CUPS,SOUP,,,10/2/2020,1,13.74,GROCERY,6 PK/3 OZ
5396,quis arcu vel quam,National,CREAM CHEESE,CHEESE,,,9/4/2020,1,49.8,GROCERY,12 OZ
5397,consectetuer adipiscing elit. Curabitur sed,National,SPAGHETTI DRY,DRY NOODLES/PASTA,,,11/28/2020,1,82.65,GROCERY,1 LB
5398,quis massa.,National,SS ECONOMY ENTREES/DINNERS ALL,FRZN MEAT/MEAT DINNERS,,,7/16/2020,1,76.12,GROCERY,8.5 OZ
5399,netus et malesuada,National,SCOURING PADS & CLOTH,BROOMS AND MOPS,,,3/30/2021,1,43.76,DRUG GM, 
5400,ultrices iaculis odio.,National,VIENNA SAUSAGE,MEAT - SHELF STABLE,,,1/9/2021,1,53.63,GROCERY,5 OZ
5401,"a, dui.",National,REFRIGERATED BISCUITS REGULAR,REFRGRATD DOUGH PRODUCTS,,,3/14/2021,1,66.28,GROCERY,12 OZ
5402,libero. Proin mi. Aliquam gravida,National,CIGARETTES,CIGARETTES,,,3/4/2021,1,7.51,DRUG GM,CTN
5403,"Phasellus nulla. Integer vulputate,",Private,NOODLE SIDE DISH MIXES,DRY BN/VEG/POTATO/RICE,,,3/25/2021,1,50.3,GROCERY,4.0 OZ
5404,a tortor.,National,MARGARINE: TUBS AND BOWLS,MARGARINES,,,1/19/2021,1,94.99,GROCERY,24 OZ
5405,sed orci lobortis,Private,SANDWICHES - (COLD),SANDWICHES,,,12/31/2020,1,24.14,DELI, 
5406,Curae Phasellus,National,CAKES: LAYERS,CAKES,,,4/9/2021,1,42.79,PASTRY, 
5407,purus. Maecenas,Private,SALAD MUSTARD,CONDIMENTS/SAUCES,,,8/22/2020,1,12.48,GROCERY,16 OZ
5408,"a, aliquet vel, vulputate eu,",National,SOY/RICE MILK,REFRIGERATED,,,2/15/2021,1,30.46,NUTRITION,32 OZ
5409,pede. Cum,National,NEWSPAPER,NEWSPAPER,,,9/14/2020,1,25.41,DRUG GM, 
5410,"hendrerit a, arcu.",National,CARDS SEASONAL,GREETING CARDS/WRAP/PARTY SPLY,,,11/30/2020,1,26.79,DRUG GM, 
5411,Vivamus euismod urna. Nullam lobortis,National,GRAPE JUICE (OVER 50% JUICE),CANNED JUICES,,,12/9/2020,1,55.44,GROCERY,25.4 OZ
5412,Duis a mi fringilla,National,TOILET BOWL MANUAL,HOUSEHOLD CLEANG NEEDS,,,7/20/2020,1,37.89,GROCERY,24 OZ
5413,Integer tincidunt aliquam arcu.,National,PRESERVES JAM MARMALADE,PNT BTR/JELLY/JAMS,,,2/15/2021,1,5.49,GROCERY,12 OZ
5414,"lacus vestibulum lorem,",National,TABLOIDS-MAGAZINE,MAGAZINE,,,3/27/2021,1,99.3,DRUG GM, 
5415,pharetra nibh. Aliquam,National,PIZZA/TRADITIONAL,FROZEN PIZZA,,,3/11/2021,1,40.93,GROCERY, 
5416,purus gravida sagittis. Duis,National,CARBONATED WATER - UNFLAVORED,WATER - CARBONATED/FLVRD DRINK,,,9/12/2020,1,91.25,GROCERY,25.0OZ
5417,"et magnis dis parturient montes,",National,PEPPERS DRIED,MISCELLANEOUS CROUTONS,,,4/17/2021,1,61.26,FROZEN GROCERY,10 LB
5418,nonummy. Fusce fermentum fermentum,National,RAMEN NOODLES/RAMEN CUPS,SOUP,,,8/6/2020,1,84.11,GROCERY,3 OZ
5419,fringilla est.,Private,FRZN FRENCH FRIES,FRZN POTATOES,,,9/28/2020,1,36.06,GROCERY,32 OZ
5420,quis diam luctus,National,MISCELLANEOUS,LUNCHMEAT,,,3/17/2021,1,26.36,MEAT-PCKGD,2.0 OZ
5421,ut aliquam,Private,WATER ICE,FRZN NOVELTIES/WTR ICE,,,9/5/2020,1,84.63,GROCERY,16 CT
5422,diam. Sed diam,National,SMOKED/COOKED - BEEF,DINNER SAUSAGE,,,3/10/2021,1,67.1,MEAT-PCKGD,14 OZ
5423,Quisque nonummy ipsum,National,SFT DRNK MLT-PK BTL CARB (EXCP,SOFT DRINKS,,,9/2/2020,1,36.6,GROCERY,16.9 FL OZ
5424,"nec, diam. Duis mi enim,",National,SPICES & SEASONINGS,SPICES & EXTRACTS,,,8/13/2020,1,84.37,GROCERY,3.25 OZ
5425,"ullamcorper. Duis cursus,",National,SOLID/STK DEODORANTS,DEODORANTS,,,10/10/2020,1,5.3,DRUG GM, 
5426,lobortis,Private,GROUND COFFEE,COFFEE,,,4/29/2021,1,62.84,GROCERY,11.5 OZ
5427,urna et arcu imperdiet,National,SPRING WATER,WATER - CARBONATED/FLVRD DRINK,,,1/8/2021,1,8.35,GROCERY,6/.5 LTR
5428,dignissim tempor arcu.,National,DOG & CAT ACCESSORIES,PET CARE SUPPLIES,,,5/31/2021,1,27.12,GROCERY,LARGE
5429,"cursus in,",National,SUNBURN AFTERSUN PRODUCTS,SUNTAN,,,7/18/2020,1,60.35,DRUG GM,12 OZ
5430,"non, bibendum sed, est. Nunc",National,CORN WHITE,CORN,,,11/7/2020,1,90.58,PRODUCE, 
5431,"amet, consectetuer adipiscing elit.",National,HOT DOG BUNS,BAKED BREAD/BUNS/ROLLS,,,6/3/2021,1,62.51,GROCERY,11 OZ
5432,"ornare, elit elit fermentum",National,FITNESS&DIET - BARS,FITNESS&DIET,,,2/25/2021,1,32.04,NUTRITION,1.45 OZ
5433,"dolor, nonummy ac,",National,LIQUID LAUNDRY DETERGENTS,LAUNDRY DETERGENTS,,,8/7/2020,1,7.06,GROCERY,32 LOAD
5434,"et magnis dis parturient montes,",National,FROZEN FRUIT PIES  & COBBLERS,FROZEN PIE/DESSERTS,,,10/13/2020,1,7.74,GROCERY,37 OZ
